;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
12/1/2023 01:00;32.6;21;1.1;0.3;253;1.1;0.8;16.2;28.1;44.3;0;11.7;0;81
12/1/2023 02:00;39.2;16;0.8;0.7;303;1;0.7;19.7;30.5;50.3;0;11.5;0;82
12/1/2023 03:00;28.8;18;0.9;0.4;37;1.5;0.4;4.3;16.2;20.5;0;11.2;0;82
12/1/2023 04:00;21.1;12;0.7;0.1;200;1.2;0.5;9;14.5;23.5;0;10.9;0;83
12/1/2023 05:00;21.1;14;0.6;0.4;143;4.8;0.4;3.4;13.9;17.2;0;10.5;0;82
12/1/2023 06:00;15.2;11;0.4;0.1;200;1.2;0.7;51.5;23.2;74.4;0;10.4;0;83
12/1/2023 07:00;17;17;0.3;0;38;0.7;1.2;51.3;21.4;72.7;0;10.7;0;83
12/1/2023 08:00;0;15;0;0;19;2;1;33.9;19.1;53.1;0;11.8;0;78
12/1/2023 09:00;15.7;12;0.6;0;27;6.4;0.9;22.5;16.2;38.7;0;13.5;0;69
12/1/2023 10:00;15.2;10;1.3;0;42;6.9;1.1;32;19.4;51.5;0;14.2;0;68
12/1/2023 11:00;12.4;11;2.2;0;72;16.2;0.6;11.8;9.7;21.6;0;16;0;56
12/1/2023 12:00;10.2;6;2.4;0;84;20;0.5;8.4;5.9;14.4;0;17.6;0;49
12/1/2023 13:00;12.5;6;3.1;0;54;21.3;0.5;6.6;4.6;11.2;0;17;0;53
12/1/2023 14:00;13.8;5;3.1;0;84;19.1;0.5;8.7;5.4;14;0;17;0;52
12/1/2023 15:00;13.2;8;3.1;0;63;21;0.5;8.6;4.1;12.7;0;17.8;0;48
12/1/2023 16:00;15.4;9;3.5;0;83;16.9;0.6;13;8.3;21.3;0;16.2;0;53
12/1/2023 17:00;11.2;9;3.3;0;86;17.5;0.6;9.4;6.4;15.8;0;16.6;0;52
12/1/2023 18:00;8.3;5;2.8;0;84;14.2;0.8;12.2;11;23.3;0;15.4;0;55
12/1/2023 19:00;6.4;5;1.1;0;281;3.7;1.3;25.3;26.9;52.2;0;13.9;0;65
12/1/2023 20:00;22.7;16;1.8;0;274;1.1;1.4;34.3;31.8;66.1;0;12.9;0;73
12/1/2023 21:00;22.8;21;0.8;0;126;4.1;1.2;33.4;24.2;57.5;0;12.7;0;71
12/1/2023 22:00;20.1;18;1.6;0;95;11.8;0.5;4.9;8;12.8;0;12.8;0;63
12/1/2023 23:00;18.9;9;1.3;0;64;8.3;0.5;7.9;10.3;18.3;0;12.8;0;65
13/1/2023 00:00;22.6;10;1.5;0;51;3.5;0.5;7.8;14.5;22.3;0;12;0;70
13/1/2023 01:00;20.2;9;1.3;0;128;5.8;0.5;4;12.1;16.1;0;12.2;0;69
13/1/2023 02:00;19.8;9;0.6;0;144;7.3;0.4;1.2;10.3;11.5;0;11.8;0;70
13/1/2023 03:00;15.2;7;0.9;0;276;1.8;0.7;20.2;19.9;40.1;0;11.6;0;75
13/1/2023 04:00;23.2;21;0.2;0;282;0.9;0.7;31.1;22.2;53.3;0;11.1;0;78
13/1/2023 05:00;22;22;0.4;0;186;0.8;0.8;36;22.4;58.4;0;11.1;0;78
13/1/2023 06:00;32.7;22;0.3;0;121;0.9;0.9;62.9;22.9;85.4;0;11.3;0;77
13/1/2023 07:00;35;23;0.9;0;21;1;1.2;56.6;21.7;78.3;0;11.6;0;75
13/1/2023 08:00;40.6;22;1.7;0;32;2.1;1.2;66.2;18.1;84.3;0;12.3;0;72
13/1/2023 09:00;48.6;22;0.8;0;308;0;0;41.2;21.6;62.8;0;16.9;0;57
13/1/2023 10:00;37.1;20;1.8;0;90;13.9;0.7;0;0;0;0;18.2;0;49
13/1/2023 11:00;27.8;10;2.8;0;97;20.9;0.4;6.4;0.6;6.6;0;18.6;0;45
13/1/2023 12:00;26.5;10;2.3;0;143;20.5;0.4;4.9;0;4.5;0;20.2;0;40
13/1/2023 13:00;20.4;7;2.5;0;158;21.6;0.3;0;0;0;0;20.6;0;39
13/1/2023 14:00;24.2;6;2.3;0;134;21.1;0.4;0;0;0;0;21.7;0;37
13/1/2023 15:00;20.4;5;2.5;0;103;20.9;0.4;0;0;0;0;21.6;0;38
13/1/2023 16:00;15.8;4;2.7;0;297;17.3;0.7;10;15.6;25.5;0;16.1;0;62
13/1/2023 17:00;22.2;20;2.8;0;253;17;0.8;10.1;22.1;32.2;0;14.5;0;69
13/1/2023 18:00;22;22;1.7;0;263;4.8;1.4;28.3;30.5;58.8;0;14.4;0;66
13/1/2023 19:00;24.8;21;1.7;0;290;3.1;1.2;22.1;32.6;54.8;0;13.6;0;69
13/1/2023 20:00;30.2;13;1.7;0.4;255;2.6;1.1;14.7;30.2;44.9;0;13.4;0;73
13/1/2023 21:00;33.6;23;1.1;0.1;345;5.4;0.8;8;21.7;29.7;0;12.8;0;79
13/1/2023 22:00;30.2;16;1.2;0;28;4.2;0.9;7.1;21;28.1;0;13;0;77
13/1/2023 23:00;33.8;20;0.5;0;341;3.1;0.8;10.1;15.6;25.6;0;13;0;73
14/1/2023 00:00;25.6;17;1.5;0;324;3;0.6;6;13.5;19.5;0;12.2;0;74
14/1/2023 01:00;20.7;14;1.4;0;323;3.4;0.6;4.6;12.9;17.5;0;11.8;0;76
14/1/2023 02:00;22.1;14;1.4;0;49;7.5;0.5;1.2;9.1;10.4;0;11.7;0;75
14/1/2023 03:00;28.7;16;0.3;0;14;4.7;0.5;5.7;10.6;16.3;0;12.1;0;73
14/1/2023 04:00;21.8;9;0.8;0;8;4.9;0.4;2.2;9.3;11.5;0;12;0;72
14/1/2023 05:00;16.1;9;1.3;0;283;1.8;0.6;17.2;12.7;29.9;0;11.7;0;74
14/1/2023 06:00;17.3;12;1;0;309;0.7;0.8;32;15.6;47.6;0;11.3;0;77
14/1/2023 07:00;19.5;18;1.5;0;268;1.3;1.2;48.3;19.4;67.8;0;11.4;0;76
14/1/2023 08:00;36.6;24;1.8;0;258;3.7;1.4;57;29;86;0;12.3;0;72
14/1/2023 09:00;40.1;27;0.7;0;238;9.6;0.9;24.8;16.2;41.1;0;15;0;62
14/1/2023 10:00;43.5;19;0.6;0;238;17.8;0.9;22;17.1;39.1;0;18.2;0;51
14/1/2023 11:00;42.5;27;1.4;0;284;31.3;0.9;16.6;23.2;39.8;0;20.4;0;42
14/1/2023 12:00;44.5;27;1.9;0;283;46.8;0.9;8.9;25.3;34.2;0;20.5;0;40
14/1/2023 13:00;36.6;28;1.2;0;5;58.6;0.9;4.2;22.8;27;0;20.6;0;39
14/1/2023 14:00;42.3;29;4.4;0.6;256;30.5;0.8;6.4;17.5;23.9;0;16.7;0;62
14/1/2023 15:00;46.1;20;3.8;0.2;252;26.2;0.9;7;17.6;24.5;0;15.4;0;69
14/1/2023 16:00;38.6;18;3.5;0;255;25.9;0.9;9.5;19.7;29.2;0;15.4;0;69
14/1/2023 17:00;50.8;21;4.2;0;274;28.6;0.8;7.2;16.5;23.7;0;15.4;0;64
14/1/2023 18:00;41;16;3.4;0;281;22.8;0.9;7.3;17.6;24.9;0;14.7;0;65
14/1/2023 19:00;29.4;16;2.6;0;259;18.8;0.9;4.5;21.8;26.3;0;14.2;0;68
14/1/2023 20:00;35.9;19;2.7;0;274;14.7;0.8;6.9;14.2;21.2;0;13.8;0;70
14/1/2023 21:00;26.3;15;2.6;0.4;267;9.3;0.9;8.3;21.5;29.8;0;13.6;0;72
14/1/2023 22:00;24.5;17;1.8;0;246;9.2;0.8;7.2;18.9;26.1;0;12.7;0;78
14/1/2023 23:00;30;19;1.9;0.5;229;7.9;0.8;7.2;20.8;28;0;12.3;0;80
15/1/2023 00:00;21.9;17;1.2;2.6;219;9.1;0.7;3.3;20.7;24.1;0;11.6;0;82
15/1/2023 01:00;23.4;11;1.3;5.6;230;11.5;0.7;2.7;20.5;23.2;0;10.8;0;83
15/1/2023 02:00;20.1;8;0.3;0.6;174;18.6;0.4;0.6;7.6;8.2;0;10.2;0;83
15/1/2023 03:00;15.6;7;0.5;0;53;18.5;0.4;0.7;6.3;7;0;10.2;0;84
15/1/2023 04:00;12.1;6;0.8;0.5;65;22.1;0.4;0.4;4.5;4.9;0;10;0;83
15/1/2023 05:00;8.9;6;0.6;0.1;80;21.2;0.3;0.2;1.2;1.4;0;9.9;0;84
15/1/2023 06:00;7.3;6;0.6;0;23;13;0.5;0.9;9;9.8;0;10.5;0;83
15/1/2023 07:00;9;9;0.7;0;201;9;0.6;4.4;15.5;19.9;0;10.6;0;83
15/1/2023 08:00;7;7;0.3;0;83;11.7;0.8;14.7;15.1;29.8;0;11.9;0;76
15/1/2023 09:00;0;10;1.8;0;48;22.8;0.6;8.4;7.8;16.2;0;15.4;0;63
15/1/2023 10:00;0;9;3;0;42;28.8;0.4;0;0;0;0;17.1;0;54
15/1/2023 11:00;0;10;2.2;0;69;34.5;0.3;0;0;0;0;19.1;0;44
15/1/2023 12:00;0;8;1.8;0;46;36;0.4;0;0;0;0;19.7;0;42
15/1/2023 13:00;6;6;1.3;0;59;35.8;0.4;0;0;0;0;21.7;0;37
15/1/2023 14:00;15.4;4;1;0;219;36.5;0.4;0;0;0;0;21.7;0;36
15/1/2023 15:00;19.2;7;5.7;0;263;36.5;0.5;3.6;4.4;8;0;17.8;0;58
15/1/2023 16:00;19.9;12;3.5;0.4;242;32.5;0.6;2.1;6.8;8.9;0;15.4;0;69
15/1/2023 17:00;16.8;16;1.6;0.6;211;21.6;0.8;2.8;18.6;21.4;0;14.3;0;75
15/1/2023 18:00;0;19;2.6;0;246;18.8;0.8;4.6;15.3;19.8;0;14.2;0;73
15/1/2023 19:00;16;14;2.6;0;251;14.1;0.8;4;16.6;20.6;0;13.6;0;74
15/1/2023 20:00;19.5;14;1.4;13.3;280;11.8;0.8;6.1;18.5;24.5;0;12.3;0;80
15/1/2023 21:00;20.9;14;0.5;0.8;332;4.6;1;10.2;24.2;34.5;0;11.8;0;84
15/1/2023 22:00;20.8;19;3.3;0;267;10.7;0.8;8.1;18.7;26.7;0;11.7;0;82
15/1/2023 23:00;20.1;10;1.9;2.1;260;13.2;0.5;2.8;15.4;18.1;0;11.2;0;81
16/1/2023 00:00;15.3;12;1.2;0;236;13.1;0.5;1.8;15.2;17.1;0;10.5;0;81
16/1/2023 01:00;11.5;8;0.5;0;317;6.3;0.6;2.7;21.4;24.1;0;11.1;0;79
16/1/2023 02:00;9.5;9;0.6;0;185;2.9;0.6;3.1;23.3;26.4;0;10.8;0;80
16/1/2023 03:00;10;8;0.6;0;346;1.6;0.6;8.2;24.8;32.9;0;10.6;0;82
16/1/2023 04:00;10;10;1.3;0;275;4.4;0.5;6.8;20.5;27.3;0;10.8;0;80
16/1/2023 05:00;0;14;0.7;0;245;1.2;0.6;17.4;21.4;38.8;0;10.3;0;82
16/1/2023 06:00;0;14;0.8;0;286;1.2;1.7;232.1;76.2;310.1;0;10.3;0;82
16/1/2023 07:00;0;42;0.5;0;212;1.1;2;112.5;33;145.5;0;9.9;0;83
16/1/2023 08:00;43.9;31;0.3;0;315;2.4;2.3;99.1;35.8;134.9;0;11.9;0;79
16/1/2023 09:00;48.2;40;1.5;0;77;20.4;0.8;16.5;12.1;28.6;0;15.9;0;55
16/1/2023 10:00;42.1;11;1.6;0;111;26.1;0.6;9.6;10.9;20.5;0;16.8;0;49
16/1/2023 11:00;31.7;11;0.4;0;82;34.4;0.5;5.8;6.7;12.5;0;18.7;0;38
16/1/2023 12:00;23.1;13;1.6;0;63;35.1;0.4;4.3;2.1;6.4;0;20.7;0;35
16/1/2023 13:00;16.5;9;1.9;0;124;33.1;0.4;3.9;2.3;6.1;0;20;0;34
16/1/2023 14:00;20.8;10;4.8;0;262;48.2;0.6;5.7;10.9;16.6;0;18.4;0;51
16/1/2023 15:00;27.8;20;5.2;0;255;56.2;0.7;3.2;13.1;16.2;0;17.5;0;55
16/1/2023 16:00;27.1;18;3.3;0;244;42.2;0.8;8.3;21.5;29.6;0;16.5;0;61
16/1/2023 17:00;34.2;21;3.9;0;251;42.2;0.7;4.3;15;19.3;0;17.3;0;56
16/1/2023 18:00;33.3;22;3.2;0;246;23.8;1;8.7;23.6;32.3;0;15.9;0;59
16/1/2023 19:00;33.7;16;2.4;0;242;12.5;1.3;11.9;31.7;43.6;0;14;0;66
16/1/2023 20:00;41.1;16;2.3;0;255;7.4;1.3;15.3;32.1;47.4;0;13.5;0;69
16/1/2023 21:00;48;17;2.2;0;248;7.3;1.2;11;32.7;43.7;0;13.1;0;70
16/1/2023 22:00;38.3;22;1.9;0;259;3.5;1.2;14.8;33.7;48.5;0;12.5;0;74
16/1/2023 23:00;49.6;22;1.4;0;256;2.8;1.1;15.9;35.8;51.7;0;12.3;0;75
17/1/2023 00:00;42;26;1.3;0;244;4.1;0.9;7.5;31;38.4;0;12.1;0;75
17/1/2023 01:00;44;23;1.5;0;266;4.8;0.7;4.4;33.2;37.5;0;12.2;0;75
17/1/2023 02:00;46.3;26;1.9;0;274;4;0.7;10.1;29.9;40;0;11.8;0;76
17/1/2023 03:00;47.7;26;1.6;0;267;14.8;0.5;1;14.1;15;0;11.4;0;78
17/1/2023 04:00;40.3;22;0.6;0;286;11;0.5;0.9;15.9;16.8;0;11;0;80
17/1/2023 05:00;39;20;1.6;0;274;9.5;0.6;7;20.8;27.8;0;11.1;0;79
17/1/2023 06:00;37.5;25;0.5;0;350;6;0.7;28;32.6;60.6;0;10.9;0;79
17/1/2023 07:00;33.6;22;1.1;0;254;1.4;1.9;67.4;38.9;106.4;0;10.4;0;82
17/1/2023 08:00;43.6;33;1.5;0;283;3.4;2.4;94.5;45.4;140;0;12.4;0;75
17/1/2023 09:00;60;40;2.1;0;274;5.5;1.7;60.5;37.4;97.9;0;13.2;0;70
17/1/2023 10:00;70.4;33;0.8;0;349;15.3;1.4;31.4;32.5;63.8;0;15.9;0;60
17/1/2023 11:00;61.4;35;1.6;0;269;27.4;1;16.2;27;43.1;0;18.5;0;50
17/1/2023 12:00;63.8;30;2.5;0;278;40.8;0.9;8.1;25;33.2;0;17.8;0;50
17/1/2023 13:00;48.2;34;3.1;0;251;38.4;0.7;4.6;17.2;21.8;0;17.2;0;53
17/1/2023 14:00;43.2;23;4.1;0;254;28.4;0.7;7.1;13.3;20.3;0;16;0;58
17/1/2023 15:00;39.6;18;3.6;0;243;25.8;0.8;10.6;16.6;27.1;0;16.9;0;54
17/1/2023 16:00;37.7;19;3;0;243;29.3;0.7;8.5;15;23.5;0;17.7;0;54
17/1/2023 17:00;29.5;16;4.1;0;254;32;0.6;6.7;9.9;16.6;0;17.7;0;52
17/1/2023 18:00;35.7;13;1.1;0.2;150;28.2;0.8;5.1;17.7;22.7;0;15.2;0;59
17/1/2023 19:00;30.2;14;1.3;0;39;7.6;1.4;14.6;34.8;49.4;0;12.5;0;72
17/1/2023 20:00;26.4;13;1.4;0;13;2.7;1.4;23.7;31.2;54.8;0;13.1;0;70
17/1/2023 21:00;31.9;20;0.5;0.3;322;2.3;1.2;18.9;32.3;51.3;0;12.2;0;78
17/1/2023 22:00;24.3;21;0.7;0;51;3.6;1;14.7;25.4;40.1;0;11.7;0;78
17/1/2023 23:00;24.3;15;1.1;0;24;2.5;1;16.1;27.1;43.2;0;11.2;0;79
18/1/2023 00:00;27.7;20;0.3;0;105;0.8;1.2;35.8;24.3;60.1;0;10.1;0;81
18/1/2023 01:00;26.6;21;1.1;0;14;0.7;1;38;20.8;58.8;0;10.6;0;82
18/1/2023 02:00;27.7;18;0.6;0;97;0.7;0.7;13.6;20.2;33.8;0;11;0;80
18/1/2023 03:00;29.8;16;0.3;0;227;0.7;0.6;10.1;19.2;29.3;0;10.6;0;81
18/1/2023 04:00;28.1;16;0.6;0;17;0.8;0.7;21.7;18.2;39.8;0;10.3;0;82
18/1/2023 05:00;22.2;19;1.3;0;30;0.8;0.6;25.8;16.8;42.8;0;9.9;0;82
18/1/2023 06:00;37.2;15;1.4;0;42;0.9;0.7;27.3;19.7;47;0;9.7;0;80
18/1/2023 07:00;30.9;17;0.6;0;71;0.9;1.1;35.8;21.3;57.1;0;10.6;0;75
18/1/2023 08:00;33.5;17;0.2;0;139;2.5;1.6;52.6;25.3;77.9;0;12.3;0;68
18/1/2023 09:00;36.5;20;1.5;0;51;9.5;1.4;39.6;24.6;64.2;0;15.1;0;59
18/1/2023 10:00;38.8;24;3.1;0;88;21;1.1;23.2;20.9;44;0;17;0;50
18/1/2023 11:00;34.1;18;1.5;0;89;33.9;0.5;5;3.8;8.8;0;18.9;0;40
18/1/2023 12:00;29.9;11;3.4;0;77;30.6;0.5;5.9;2;7.9;0;19.1;0;41
18/1/2023 13:00;21.7;7;1.9;0;89;34.2;0.4;4.5;1.1;5.6;0;20.1;0;37
18/1/2023 14:00;24.2;6;2.8;0;262;47.6;0.7;3.4;12.9;16.3;0;19.1;0;44
18/1/2023 15:00;33.1;22;3.2;28.1;261;54.1;0.7;1.5;17.2;18.6;0;14.8;0;66
18/1/2023 16:00;33.1;29;0.8;3.1;199;29.4;0.9;3.7;32.4;36.1;0;12.1;0;83
18/1/2023 17:00;38.9;29;0.8;0;137;8.2;1.4;23;45.2;68.3;0;12.4;0;81
18/1/2023 18:00;42.7;25;1.6;0.1;255;9;1.3;18;35.1;53;0;12.7;0;76
18/1/2023 19:00;36;22;1.2;0;318;10.7;1.3;10.1;33.5;43.6;0;12.8;0;74
18/1/2023 20:00;32.1;26;1.8;0;19;22.2;1;5.6;27.2;32.9;0;12.6;0;72
18/1/2023 21:00;38.4;15;2.8;0.7;87;15.3;0.7;3;18.8;21.8;0;11.5;0;76
18/1/2023 22:00;28.7;12;1.6;0.2;67;11.5;0.8;5.8;19.9;25.7;0;11.3;0;80
18/1/2023 23:00;20.2;12;0.9;0;52;5.6;0.8;5.6;23.9;29.4;0;11.2;0;79
19/1/2023 00:00;17.9;12;0.6;0;124;0.7;0.8;12.3;26.7;39;0;10.7;0;81
19/1/2023 01:00;13.3;12;0.6;0;52;1;0.8;17.9;24.1;42.1;0;9.8;0;83
19/1/2023 02:00;18.6;13;0.6;0;35;2.6;0.6;7.3;18.6;26;0;9.2;0;83
19/1/2023 03:00;13.9;13;0.6;0;48;0.8;0.7;21.5;17.8;39.3;0;8.9;0;84
19/1/2023 04:00;14;14;0.2;0;193;0.8;0.7;29.7;16.1;45.9;0;8.7;0;84
19/1/2023 05:00;17;17;0.7;0.1;60;0.7;0.6;24.1;18.5;42.5;0;9;0;85
19/1/2023 06:00;20.6;14;0.4;0;240;1;1.3;172.2;26.2;200.6;0;8.7;0;85
19/1/2023 07:00;36;36;0.7;0;23;1;2;116.8;21.6;138.3;0;9.2;0;85
19/1/2023 08:00;43.6;39;1.9;0;40;4;1.4;56.8;19.8;76.4;0;10.5;0;81
19/1/2023 09:00;43.2;28;1.5;0;53;7.9;1.5;40.3;21.2;61.5;0;14.1;0;64
19/1/2023 10:00;53.7;41;1.4;0;47;18.5;0.8;19.6;16.1;35.8;0;17.1;0;54
19/1/2023 11:00;41.4;19;2.3;0;43;26.5;0.7;10.7;10.6;21.2;0;17.5;0;51
19/1/2023 12:00;40.8;17;1.8;0;68;37.7;0.5;5.5;5.3;10.7;0;19.6;0;44
19/1/2023 13:00;31.8;16;1;0;16;46.2;0.4;2.3;2.8;5.1;0;20.1;0;38
19/1/2023 14:00;32.1;17;1.8;0;266;44.6;0.6;2.8;9;11.8;0;19.2;0;44
19/1/2023 15:00;25.2;18;3.9;0;265;36.2;0.8;6.6;12.9;19.6;0;17.8;0;54
19/1/2023 16:00;27.4;22;1.7;10.7;90;16.6;0.7;8;13.4;21.5;0;14.3;0;62
19/1/2023 17:00;28.4;16;1;8.5;211;5.6;1.1;21.6;28.6;50.2;0;10.8;0;82
19/1/2023 18:00;35.2;20;1;0.4;242;1.9;1.7;35;32.7;67.8;0;11.1;0;84
19/1/2023 19:00;26.9;16;0.7;0.1;239;0.8;2;50;35.1;85.2;0;11.2;0;84
19/1/2023 20:00;27.6;17;0.6;0.3;345;0.7;2;50.5;35.3;85.8;0;11.3;0;84
19/1/2023 21:00;27;23;1.9;0.7;19;1;1.2;30.3;26.4;56.7;0;11.5;0;80
19/1/2023 22:00;19.9;17;1.7;0.2;56;2.9;0.8;12.5;20.5;33;0;11;0;81
19/1/2023 23:00;19.2;16;0.8;0.1;21;0.8;0.8;16.6;21.8;38.4;0;10.9;0;81
20/1/2023 00:00;16;16;0.6;0;1;0.8;0.8;17.5;19.7;37.2;0;10.8;0;82
20/1/2023 01:00;24.6;21;0.5;0;235;0.7;0.8;21.9;18.3;40.2;0;10.5;0;82
20/1/2023 02:00;19.1;17;0.3;0;295;0.7;0.9;34.7;17.8;52.5;0;10.1;0;83
20/1/2023 03:00;18;18;0.9;0;341;0.7;0.7;23.9;17.2;41.1;0;10.4;0;83
20/1/2023 04:00;22;22;1.4;0;76;0.7;0.6;16.5;15.5;31.9;0;10.2;0;83
20/1/2023 05:00;34.4;19;1;0;45;0.6;0.6;24;15.5;39.5;0;10.2;0;82
20/1/2023 06:00;32.6;19;0.7;0;44;0.8;1;103.3;22.7;126.3;0;10.2;0;81
20/1/2023 07:00;33.5;32;1.7;0;39;0.9;1.5;80.6;18.6;99.2;0;10.6;0;80
20/1/2023 08:00;34.9;22;1.2;0;43;3.4;1.3;47;17.6;64.6;0;12.1;0;70
20/1/2023 09:00;38.8;21;1.2;0;227;4.2;1.7;56.3;24.8;81;0;13.8;0;65
20/1/2023 10:00;35.5;24;1.2;0;96;18.6;0.7;14.7;11.4;26;0;15.9;0;53
20/1/2023 11:00;33.8;8;3.1;0;90;24.2;0.6;8.8;4.3;13.1;0;16.6;0;52
20/1/2023 12:00;27.2;8;2.3;0;118;28.1;0.5;6;4.1;10.1;0;16.4;0;51
20/1/2023 13:00;19.5;11;1.8;0;91;31.3;0.5;4.8;6.4;11.2;0;16.5;0;50
20/1/2023 14:00;28.1;15;3.4;0;79;36.8;0.5;5.5;3.4;8.8;0;17.9;0;46
20/1/2023 15:00;24.2;10;5.1;0;90;27.3;0.5;6.5;2.5;9;0;16.9;0;48
20/1/2023 16:00;20.1;10;1.3;0;144;26.9;0.7;6.5;12;18.5;0;16.6;0;51
20/1/2023 17:00;20;20;2.7;0;229;12;1.1;20.8;28.3;49.1;0;15.5;0;56
20/1/2023 18:00;24.5;18;2.1;0;237;4;1.5;31.4;36.7;68.2;0;13.8;0;61
20/1/2023 19:00;34.6;30;1.2;0;211;1.3;1.8;39.1;34.7;73.8;0;12.6;0;65
20/1/2023 20:00;40.7;21;1.2;0;191;2.7;1.4;29.6;26.6;56.1;0;12.7;0;63
20/1/2023 21:00;33.3;18;0.8;0;10;3.6;1.1;18.9;23.1;41.9;0;12.9;0;62
20/1/2023 22:00;43.8;13;0.8;0;282;3.9;1;21.9;17.9;39.8;0;12.3;0;65
20/1/2023 23:00;34.9;17;0.7;0;262;0.9;1.2;30.4;21.7;52.1;0;11.8;0;68
21/1/2023 00:00;31.3;17;0.6;0;92;3.1;0.7;9.8;18.2;28.1;0;11.3;0;69
21/1/2023 01:00;23.4;16;2;0;53;10.4;0.6;5.1;9.5;14.5;0;11.7;0;68
21/1/2023 02:00;35.4;7;1.2;0;9;7.4;0.5;3;10.6;13.6;0;11;0;72
21/1/2023 03:00;26.2;12;1.8;0;30;8.9;0.4;1.2;7.1;8.4;0;10.4;0;73
21/1/2023 04:00;19;13;1.2;0;31;11;0.4;0.4;7.3;7.7;0;10.8;0;70
21/1/2023 05:00;15.1;9;1.8;0;17;6.4;0.4;3.3;13.2;16.5;0;10.4;0;71
21/1/2023 06:00;11.4;10;0.7;0;333;1.4;0.7;18.1;19.1;37.2;0;9.3;0;74
21/1/2023 07:00;19;10;1.5;0;39;2.1;1.3;45;20.5;65.3;0;9.4;0;74
21/1/2023 08:00;24;19;1.5;0;111;10.5;0.9;18.9;17.5;36.4;0;12;0;58
21/1/2023 09:00;18.7;10;1.9;0;100;25.5;0.5;7.4;5.7;13.1;0;15.5;0;40
21/1/2023 10:00;14.7;13;1.8;0;143;29.8;0.5;5.8;4.6;10.4;0;17.6;0;39
21/1/2023 11:00;23.1;13;1.3;0;118;38;0.5;5.2;5.8;11;0;18.8;0;36
21/1/2023 12:00;19.8;13;1.3;0;34;39.8;0.5;3.8;4.8;8.5;0;18.1;0;39
21/1/2023 13:00;14.6;8;0.5;0;188;40;0.4;2.6;2.2;4.9;0;19.8;0;36
21/1/2023 14:00;17.6;13;2.5;0;66;33.1;0.5;5.4;4.2;9.7;0;18.5;0;40
21/1/2023 15:00;13.3;10;2.3;0;76;31.3;0.5;5.6;2.5;8.1;0;19.4;0;38
21/1/2023 16:00;11.9;9;1.8;0;173;25.3;0.5;2.4;4.8;7.2;0;17.2;0;45
21/1/2023 17:00;21.9;13;2.5;0;238;10.5;1.1;13.6;25;38.7;0;14;0;61
21/1/2023 18:00;17.7;15;1.8;0;259;2.7;1.6;28.4;33.7;62.1;0;13.5;0;65
21/1/2023 19:00;0;22;1.3;0;346;1;1.5;31.2;38.4;69.6;0;12.9;0;68
21/1/2023 20:00;22;22;2;0;27;2;1.3;25;31.8;56.7;0;13;0;64
21/1/2023 21:00;25.7;19;1.8;0;66;7.5;0.9;15.4;18.9;34.2;0;12.4;0;63
21/1/2023 22:00;19.6;11;0.9;0;91;6.8;0.8;7.4;16;23.4;0;11.5;0;66
21/1/2023 23:00;23.8;11;0.9;0;240;0.9;1.5;43.3;25.9;69.2;0;11.3;0;69
22/1/2023 00:00;25.5;19;1.1;0;31;0.8;1.4;44.5;24;68.5;0;11;0;70
22/1/2023 01:00;26.2;16;1.9;0;39;4.2;0.7;12;16.9;29;0;10.6;0;72
22/1/2023 02:00;24.4;14;0.9;0;33;5.5;0.6;3.6;14.2;17.8;0;10.1;0;73
22/1/2023 03:00;27.4;11;0.6;0;230;1.2;0.8;10.8;19.4;30.2;0;9.3;0;77
22/1/2023 04:00;29.3;18;1.2;0;19;1.7;0.7;12.6;17.5;30.1;0;9.5;0;77
22/1/2023 05:00;21.9;15;2.8;0;70;21.1;0.4;1.3;1.9;3.2;0;10.4;0;68
22/1/2023 06:00;26.1;9;0.7;0;97;15;0.6;8.5;6.1;14.7;0;10.3;0;68
22/1/2023 07:00;19;16;1.3;0;83;10.5;0.7;16.1;12.6;28.7;0;10.3;0;69
22/1/2023 08:00;22.2;9;3.1;0;79;25.2;0.4;2.2;0.2;2.4;0;11.7;0;58
22/1/2023 09:00;17;7;2.6;0;67;26.9;0.4;0;0;0;0;13.3;0;50
22/1/2023 10:00;12.1;8;3.3;0;85;28.5;0.4;0;0;0;0;16.3;0;40
22/1/2023 11:00;19.3;6;5.1;0;88;27.4;0.4;0;0;0;0;17.1;0;41
22/1/2023 12:00;14.5;6;3.5;0;100;26.1;0.4;0;0;0;0;17.2;0;41
22/1/2023 13:00;10.3;7;2.7;0;137;27.4;0.3;0;0;0;0;18.8;0;37
22/1/2023 14:00;26.8;8;3;0;119;27.6;0.4;0;0;0;0;19.2;0;35
22/1/2023 15:00;20.2;8;2.9;0;134;27.3;0.3;0;0;0;0;18.9;0;37
22/1/2023 16:00;18.1;9;2.8;0;117;26.4;0.4;0;0;0;0;19;0;39
22/1/2023 17:00;14.3;7;2.9;0;96;24.9;0.4;0;0;0;0;17.1;0;43
22/1/2023 18:00;11.1;8;2;0;93;22.4;0.4;3.6;0.4;4;0;15.9;0;46
22/1/2023 19:00;9.9;9;2.3;0;95;17.3;0.5;5.9;5;11;0;13.7;0;56
22/1/2023 20:00;0;12;1.7;0;107;16.7;0.5;3.9;5.1;9;0;12.5;0;61
22/1/2023 21:00;9;9;2.3;0;78;17;0.5;4.2;4.4;8.6;0;12.1;0;62
